STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
48694099999,PAYA LEBAR,1949-01-01,2024-03-18,null,SN,1.360417,103.90953,19.81
48699099999,SELETAR,2004-08-31,2024-03-18,null,SN,1.41695,103.867653,10.97
